date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region
01-03-24,Salary,Income,Job,52845,52845,0,0,0,Card,West
01-03-24,Freelance,Income,Freelancing,15056,15056,0,0,0,UPI,West
01-03-24,Rent,Expense,,18126,0,18126,0,44697,Bank Transfer,West
01-03-24,Groceries,Expense,,10737,0,10737,0,44697,Card,West
01-03-24,Transport,Expense,,4834,0,4834,0,44697,Auto Debit,West
01-03-24,Utilities,Expense,,5254,0,5254,0,44697,UPI,West
01-03-24,Entertainment,Expense,,4286,0,4286,0,44697,UPI,West
01-03-24,Medical,Expense,,3136,0,3136,0,44697,Auto Debit,West
01-03-24,Savings,Savings,,9312,0,0,9312,0,Auto Debit,West
01-03-24,Investment SIP,Investment,,12189,0,12189,0,44697,Card,West
01-04-24,Salary,Income,Job,79714,79714,0,0,0,Card,North
01-04-24,Freelance,Income,Freelancing,7417,7417,0,0,0,Bank Transfer,North
01-04-24,Rent,Expense,,15742,0,15742,0,43760,UPI,North
01-04-24,Groceries,Expense,,12084,0,12084,0,43760,Auto Debit,North
01-04-24,Transport,Expense,,3752,0,3752,0,43760,UPI,North
01-04-24,Utilities,Expense,,5148,0,5148,0,43760,Card,North
01-04-24,Entertainment,Expense,,6506,0,6506,0,43760,Bank Transfer,North
01-04-24,Medical,Expense,,1105,0,1105,0,43760,Auto Debit,North
01-04-24,Savings,Savings,,9613,0,0,9613,0,Card,North
01-04-24,Investment SIP,Investment,,5728,0,5728,0,43760,Bank Transfer,North
01-05-24,Salary,Income,Job,68347,68347,0,0,0,UPI,East
01-05-24,Freelance,Income,Freelancing,10666,10666,0,0,0,Card,East
01-05-24,Rent,Expense,,15758,0,15758,0,46814,Bank Transfer,East
01-05-24,Groceries,Expense,,8685,0,8685,0,46814,Auto Debit,East
01-05-24,Transport,Expense,,4830,0,4830,0,46814,Card,East
01-05-24,Utilities,Expense,,5072,0,5072,0,46814,Bank Transfer,East
01-05-24,Entertainment,Expense,,8952,0,8952,0,46814,Bank Transfer,East
01-05-24,Medical,Expense,,3286,0,3286,0,46814,Bank Transfer,East
01-05-24,Savings,Savings,,16623,0,0,16623,0,Auto Debit,East
01-05-24,Investment SIP,Investment,,7895,0,7895,0,46814,Card,East
01-06-24,Salary,Income,Job,51063,51063,0,0,0,Bank Transfer,South
01-06-24,Freelance,Income,Freelancing,17199,17199,0,0,0,UPI,South
01-06-24,Rent,Expense,,18083,0,18083,0,45922,Bank Transfer,South
01-06-24,Groceries,Expense,,9791,0,9791,0,45922,UPI,South
01-06-24,Transport,Expense,,5843,0,5843,0,45922,Bank Transfer,South
01-06-24,Utilities,Expense,,5128,0,5128,0,45922,Auto Debit,South
01-06-24,Entertainment,Expense,,5330,0,5330,0,45922,Auto Debit,South
01-06-24,Medical,Expense,,1305,0,1305,0,45922,Auto Debit,South
01-06-24,Savings,Savings,,8495,0,0,8495,0,Auto Debit,South
01-06-24,Investment SIP,Investment,,14170,0,14170,0,45922,UPI,South
01-07-24,Salary,Income,Job,45643,45643,0,0,0,UPI,North
01-07-24,Freelance,Income,Freelancing,14132,14132,0,0,0,UPI,North
01-07-24,Rent,Expense,,12175,0,12175,0,41240,Card,North
01-07-24,Groceries,Expense,,9905,0,9905,0,41240,Bank Transfer,North
01-07-24,Transport,Expense,,5232,0,5232,0,41240,UPI,North
01-07-24,Utilities,Expense,,4313,0,4313,0,41240,Bank Transfer,North
01-07-24,Entertainment,Expense,,7564,0,7564,0,41240,Auto Debit,North
01-07-24,Medical,Expense,,1082,0,1082,0,41240,UPI,North
01-07-24,Savings,Savings,,11358,0,0,11358,0,UPI,North
01-07-24,Investment SIP,Investment,,14108,0,14108,0,41240,Auto Debit,North
01-08-24,Salary,Income,Job,83989,83989,0,0,0,UPI,East
01-08-24,Freelance,Income,Freelancing,11943,11943,0,0,0,Card,East
01-08-24,Rent,Expense,,16935,0,16935,0,42964,Bank Transfer,East
01-08-24,Groceries,Expense,,7955,0,7955,0,42964,Bank Transfer,East
01-08-24,Transport,Expense,,5368,0,5368,0,42964,UPI,East
01-08-24,Utilities,Expense,,3118,0,3118,0,42964,Card,East
01-08-24,Entertainment,Expense,,7687,0,7687,0,42964,Auto Debit,East
01-08-24,Medical,Expense,,2298,0,2298,0,42964,Card,East
01-08-24,Savings,Savings,,14948,0,0,14948,0,Card,East
01-08-24,Investment SIP,Investment,,10874,0,10874,0,42964,UPI,East
01-09-24,Salary,Income,Job,67985,67985,0,0,0,Bank Transfer,East
01-09-24,Freelance,Income,Freelancing,21350,21350,0,0,0,UPI,East
01-09-24,Rent,Expense,,15122,0,15122,0,36205,Bank Transfer,East
01-09-24,Groceries,Expense,,6440,0,6440,0,36205,Auto Debit,East
01-09-24,Transport,Expense,,3988,0,3988,0,36205,Auto Debit,East
01-09-24,Utilities,Expense,,3149,0,3149,0,36205,Card,East
01-09-24,Entertainment,Expense,,3599,0,3599,0,36205,Card,East
01-09-24,Medical,Expense,,2219,0,2219,0,36205,Card,East
01-09-24,Savings,Savings,,19207,0,0,19207,0,Card,East
01-09-24,Investment SIP,Investment,,9228,0,9228,0,36205,Bank Transfer,East
01-10-24,Salary,Income,Job,55057,55057,0,0,0,Card,East
01-10-24,Freelance,Income,Freelancing,17124,17124,0,0,0,UPI,East
01-10-24,Rent,Expense,,13296,0,13296,0,41199,UPI,East
01-10-24,Groceries,Expense,,9943,0,9943,0,41199,Auto Debit,East
01-10-24,Transport,Expense,,5093,0,5093,0,41199,Card,East
01-10-24,Utilities,Expense,,3979,0,3979,0,41199,Card,East
01-10-24,Entertainment,Expense,,6385,0,6385,0,41199,Card,East
01-10-24,Medical,Expense,,2036,0,2036,0,41199,UPI,East
01-10-24,Savings,Savings,,13839,0,0,13839,0,Card,East
01-10-24,Investment SIP,Investment,,6682,0,6682,0,41199,Auto Debit,East
01-11-24,Salary,Income,Job,51676,51676,0,0,0,UPI,East
01-11-24,Freelance,Income,Freelancing,7941,7941,0,0,0,Auto Debit,East
01-11-24,Rent,Expense,,12135,0,12135,0,44872,UPI,East
01-11-24,Groceries,Expense,,12973,0,12973,0,44872,Auto Debit,East
01-11-24,Transport,Expense,,5649,0,5649,0,44872,UPI,East
01-11-24,Utilities,Expense,,4340,0,4340,0,44872,Card,East
01-11-24,Entertainment,Expense,,8657,0,8657,0,44872,Bank Transfer,East
01-11-24,Medical,Expense,,1078,0,1078,0,44872,UPI,East
01-11-24,Savings,Savings,,17066,0,0,17066,0,Card,East
01-11-24,Investment SIP,Investment,,6951,0,6951,0,44872,Bank Transfer,East
01-12-24,Salary,Income,Job,71302,71302,0,0,0,Bank Transfer,South
01-12-24,Freelance,Income,Freelancing,15613,15613,0,0,0,Card,South
01-12-24,Rent,Expense,,17582,0,17582,0,45424,Card,South
01-12-24,Groceries,Expense,,9140,0,9140,0,45424,Card,South
01-12-24,Transport,Expense,,4799,0,4799,0,45424,UPI,South
01-12-24,Utilities,Expense,,5176,0,5176,0,45424,Auto Debit,South
01-12-24,Entertainment,Expense,,8265,0,8265,0,45424,Auto Debit,South
01-12-24,Medical,Expense,,1309,0,1309,0,45424,Card,South
01-12-24,Savings,Savings,,11544,0,0,11544,0,UPI,South
01-12-24,Investment SIP,Investment,,5309,0,5309,0,45424,UPI,South
01-01-21,Salary,Income,Job,88703,88703,0,0,0,Bank Transfer,North
01-01-21,Freelance,Income,Freelancing,10245,10245,0,0,0,Card,North
01-01-21,Rent,Expense,,14806,0,14806,0,40154,Auto Debit,North
01-01-21,Groceries,Expense,,9042,0,9042,0,40154,Bank Transfer,North
01-01-21,Transport,Expense,,4309,0,4309,0,40154,Auto Debit,North
01-01-21,Utilities,Expense,,3070,0,3070,0,40154,Bank Transfer,North
01-01-21,Entertainment,Expense,,8706,0,8706,0,40154,Card,North
01-01-21,Medical,Expense,,2218,0,2218,0,40154,Auto Debit,North
01-01-21,Savings,Savings,,18129,0,0,18129,0,Auto Debit,North
01-01-21,Investment SIP,Investment,,5314,0,5314,0,40154,UPI,North
01-02-21,Salary,Income,Job,59199,59199,0,0,0,Bank Transfer,South
01-02-21,Freelance,Income,Freelancing,6145,6145,0,0,0,Card,South
01-02-21,Rent,Expense,,21354,0,21354,0,52912,Card,South
01-02-21,Groceries,Expense,,12832,0,12832,0,52912,Auto Debit,South
01-02-21,Transport,Expense,,4720,0,4720,0,52912,UPI,South
01-02-21,Utilities,Expense,,4344,0,4344,0,52912,Bank Transfer,South
01-02-21,Entertainment,Expense,,8842,0,8842,0,52912,Card,South
01-02-21,Medical,Expense,,2344,0,2344,0,52912,UPI,South
01-02-21,Savings,Savings,,16651,0,0,16651,0,UPI,South
01-02-21,Investment SIP,Investment,,8476,0,8476,0,52912,Bank Transfer,South
01-03-21,Salary,Income,Job,63621,63621,0,0,0,Auto Debit,West
01-03-21,Freelance,Income,Freelancing,11074,11074,0,0,0,Card,West
01-03-21,Rent,Expense,,13671,0,13671,0,45319,UPI,West
01-03-21,Groceries,Expense,,12908,0,12908,0,45319,UPI,West
01-03-21,Transport,Expense,,4798,0,4798,0,45319,Bank Transfer,West
01-03-21,Utilities,Expense,,4759,0,4759,0,45319,Auto Debit,West
01-03-21,Entertainment,Expense,,6827,0,6827,0,45319,Bank Transfer,West
01-03-21,Medical,Expense,,982,0,982,0,45319,Card,West
01-03-21,Savings,Savings,,17762,0,0,17762,0,Auto Debit,West
01-03-21,Investment SIP,Investment,,10162,0,10162,0,45319,Card,West
01-04-21,Salary,Income,Job,46435,46435,0,0,0,Card,East
01-04-21,Freelance,Income,Freelancing,15187,15187,0,0,0,UPI,East
01-04-21,Rent,Expense,,14091,0,14091,0,47089,Card,East
01-04-21,Groceries,Expense,,10886,0,10886,0,47089,UPI,East
01-04-21,Transport,Expense,,4569,0,4569,0,47089,UPI,East
01-04-21,Utilities,Expense,,4569,0,4569,0,47089,UPI,East
01-04-21,Entertainment,Expense,,7751,0,7751,0,47089,UPI,East
01-04-21,Medical,Expense,,4280,0,4280,0,47089,Bank Transfer,East
01-04-21,Savings,Savings,,13786,0,0,13786,0,Bank Transfer,East
01-04-21,Investment SIP,Investment,,8540,0,8540,0,47089,Bank Transfer,East
01-05-21,Salary,Income,Job,50848,50848,0,0,0,Bank Transfer,North
01-05-21,Freelance,Income,Freelancing,16014,16014,0,0,0,Card,North
01-05-21,Rent,Expense,,17135,0,17135,0,42221,Auto Debit,North
01-05-21,Groceries,Expense,,10837,0,10837,0,42221,Card,North
01-05-21,Transport,Expense,,2705,0,2705,0,42221,Auto Debit,North
01-05-21,Utilities,Expense,,5407,0,5407,0,42221,Card,North
01-05-21,Entertainment,Expense,,4809,0,4809,0,42221,Auto Debit,North
01-05-21,Medical,Expense,,1304,0,1304,0,42221,Auto Debit,North
01-05-21,Savings,Savings,,20462,0,0,20462,0,Bank Transfer,North
01-05-21,Investment SIP,Investment,,9836,0,9836,0,42221,Bank Transfer,North
01-06-21,Salary,Income,Job,55915,55915,0,0,0,Auto Debit,East
01-06-21,Freelance,Income,Freelancing,23786,23786,0,0,0,UPI,East
01-06-21,Rent,Expense,,20369,0,20369,0,45243,Bank Transfer,East
01-06-21,Groceries,Expense,,7762,0,7762,0,45243,Bank Transfer,East
01-06-21,Transport,Expense,,2795,0,2795,0,45243,Auto Debit,East
01-06-21,Utilities,Expense,,4455,0,4455,0,45243,Auto Debit,East
01-06-21,Entertainment,Expense,,4525,0,4525,0,45243,Bank Transfer,East
01-06-21,Medical,Expense,,3679,0,3679,0,45243,UPI,East
01-06-21,Savings,Savings,,9148,0,0,9148,0,Card,East
01-06-21,Investment SIP,Investment,,9460,0,9460,0,45243,UPI,East
01-07-21,Salary,Income,Job,68179,68179,0,0,0,Card,East
01-07-21,Freelance,Income,Freelancing,16181,16181,0,0,0,Bank Transfer,East
01-07-21,Rent,Expense,,17196,0,17196,0,37294,Auto Debit,East
01-07-21,Groceries,Expense,,8440,0,8440,0,37294,Card,East
01-07-21,Transport,Expense,,3840,0,3840,0,37294,UPI,East
01-07-21,Utilities,Expense,,4701,0,4701,0,37294,UPI,East
01-07-21,Entertainment,Expense,,3757,0,3757,0,37294,Auto Debit,East
01-07-21,Medical,Expense,,931,0,931,0,37294,UPI,East
01-07-21,Savings,Savings,,15719,0,0,15719,0,Card,East
01-07-21,Investment SIP,Investment,,7596,0,7596,0,37294,UPI,East
01-08-21,Salary,Income,Job,82313,82313,0,0,0,Auto Debit,East
01-08-21,Freelance,Income,Freelancing,13998,13998,0,0,0,UPI,East
01-08-21,Rent,Expense,,17889,0,17889,0,43156,Auto Debit,East
01-08-21,Groceries,Expense,,7615,0,7615,0,43156,Bank Transfer,East
01-08-21,Transport,Expense,,3031,0,3031,0,43156,UPI,East
01-08-21,Utilities,Expense,,4047,0,4047,0,43156,Card,East
01-08-21,Entertainment,Expense,,8239,0,8239,0,43156,Bank Transfer,East
01-08-21,Medical,Expense,,3670,0,3670,0,43156,Card,East
01-08-21,Savings,Savings,,21739,0,0,21739,0,Auto Debit,East
01-08-21,Investment SIP,Investment,,9303,0,9303,0,43156,UPI,East
01-09-21,Salary,Income,Job,51326,51326,0,0,0,UPI,North
01-09-21,Freelance,Income,Freelancing,22190,22190,0,0,0,Card,North
01-09-21,Rent,Expense,,20598,0,20598,0,50119,UPI,North
01-09-21,Groceries,Expense,,12414,0,12414,0,50119,UPI,North
01-09-21,Transport,Expense,,2643,0,2643,0,50119,UPI,North
01-09-21,Utilities,Expense,,4495,0,4495,0,50119,Card,North
01-09-21,Entertainment,Expense,,4995,0,4995,0,50119,Auto Debit,North
01-09-21,Medical,Expense,,3186,0,3186,0,50119,Auto Debit,North
01-09-21,Savings,Savings,,18096,0,0,18096,0,UPI,North
01-09-21,Investment SIP,Investment,,10055,0,10055,0,50119,UPI,North
01-10-21,Salary,Income,Job,49473,49473,0,0,0,UPI,East
01-10-21,Freelance,Income,Freelancing,13006,13006,0,0,0,Auto Debit,East
01-10-21,Rent,Expense,,13284,0,13284,0,44446,UPI,East
01-10-21,Groceries,Expense,,11159,0,11159,0,44446,Auto Debit,East
01-10-21,Transport,Expense,,4217,0,4217,0,44446,Auto Debit,East
01-10-21,Utilities,Expense,,4190,0,4190,0,44446,Auto Debit,East
01-10-21,Entertainment,Expense,,7088,0,7088,0,44446,Bank Transfer,East
01-10-21,Medical,Expense,,3710,0,3710,0,44446,Bank Transfer,East
01-10-21,Savings,Savings,,17566,0,0,17566,0,Auto Debit,East
01-10-21,Investment SIP,Investment,,10107,0,10107,0,44446,UPI,East
01-11-21,Salary,Income,Job,82102,82102,0,0,0,Auto Debit,South
01-11-21,Freelance,Income,Freelancing,17213,17213,0,0,0,Bank Transfer,South
01-11-21,Rent,Expense,,12388,0,12388,0,35304,Card,South
01-11-21,Groceries,Expense,,8398,0,8398,0,35304,Card,South
01-11-21,Transport,Expense,,4270,0,4270,0,35304,UPI,South
01-11-21,Utilities,Expense,,2867,0,2867,0,35304,Auto Debit,South
01-11-21,Entertainment,Expense,,6719,0,6719,0,35304,Auto Debit,South
01-11-21,Medical,Expense,,2633,0,2633,0,35304,UPI,South
01-11-21,Savings,Savings,,12348,0,0,12348,0,Auto Debit,South
01-11-21,Investment SIP,Investment,,5109,0,5109,0,35304,Bank Transfer,South
01-12-21,Salary,Income,Job,82396,82396,0,0,0,Auto Debit,North
01-12-21,Freelance,Income,Freelancing,22807,22807,0,0,0,UPI,North
01-12-21,Rent,Expense,,19170,0,19170,0,43932,UPI,North
01-12-21,Groceries,Expense,,9591,0,9591,0,43932,Bank Transfer,North
01-12-21,Transport,Expense,,5285,0,5285,0,43932,Card,North
01-12-21,Utilities,Expense,,4113,0,4113,0,43932,Bank Transfer,North
01-12-21,Entertainment,Expense,,4263,0,4263,0,43932,Auto Debit,North
01-12-21,Medical,Expense,,2768,0,2768,0,43932,UPI,North
01-12-21,Savings,Savings,,8789,0,0,8789,0,UPI,North
01-12-21,Investment SIP,Investment,,14897,0,14897,0,43932,Card,North
01-01-22,Salary,Income,Job,47765,47765,0,0,0,Bank Transfer,North
01-01-22,Freelance,Income,Freelancing,20932,20932,0,0,0,Bank Transfer,North
01-01-22,Rent,Expense,,15067,0,15067,0,45701,Bank Transfer,North
01-01-22,Groceries,Expense,,11694,0,11694,0,45701,UPI,North
01-01-22,Transport,Expense,,4093,0,4093,0,45701,Card,North
01-01-22,Utilities,Expense,,4070,0,4070,0,45701,Bank Transfer,North
01-01-22,Entertainment,Expense,,6312,0,6312,0,45701,Auto Debit,North
01-01-22,Medical,Expense,,4177,0,4177,0,45701,Auto Debit,North
01-01-22,Savings,Savings,,20017,0,0,20017,0,Card,North
01-01-22,Investment SIP,Investment,,12725,0,12725,0,45701,Auto Debit,North
01-02-22,Salary,Income,Job,78781,78781,0,0,0,Bank Transfer,East
01-02-22,Freelance,Income,Freelancing,8215,8215,0,0,0,UPI,East
01-02-22,Rent,Expense,,17767,0,17767,0,42300,Card,East
01-02-22,Groceries,Expense,,9464,0,9464,0,42300,UPI,East
01-02-22,Transport,Expense,,2671,0,2671,0,42300,Auto Debit,East
01-02-22,Utilities,Expense,,4363,0,4363,0,42300,Auto Debit,East
01-02-22,Entertainment,Expense,,5780,0,5780,0,42300,Card,East
01-02-22,Medical,Expense,,2253,0,2253,0,42300,UPI,East
01-02-22,Savings,Savings,,9229,0,0,9229,0,Bank Transfer,East
01-02-22,Investment SIP,Investment,,10695,0,10695,0,42300,UPI,East
01-03-22,Salary,Income,Job,78198,78198,0,0,0,UPI,North
01-03-22,Freelance,Income,Freelancing,13561,13561,0,0,0,Auto Debit,North
01-03-22,Rent,Expense,,12586,0,12586,0,34644,Auto Debit,North
01-03-22,Groceries,Expense,,6546,0,6546,0,34644,Bank Transfer,North
01-03-22,Transport,Expense,,3378,0,3378,0,34644,Bank Transfer,North
01-03-22,Utilities,Expense,,4520,0,4520,0,34644,Card,North
01-03-22,Entertainment,Expense,,5928,0,5928,0,34644,Auto Debit,North
01-03-22,Medical,Expense,,1903,0,1903,0,34644,Bank Transfer,North
01-03-22,Savings,Savings,,16217,0,0,16217,0,Auto Debit,North
01-03-22,Investment SIP,Investment,,13310,0,13310,0,34644,Card,North
01-04-22,Salary,Income,Job,88248,88248,0,0,0,UPI,North
01-04-22,Freelance,Income,Freelancing,10993,10993,0,0,0,Bank Transfer,North
01-04-22,Rent,Expense,,21137,0,21137,0,47303,Bank Transfer,North
01-04-22,Groceries,Expense,,10584,0,10584,0,47303,Card,North
01-04-22,Transport,Expense,,2635,0,2635,0,47303,Auto Debit,North
01-04-22,Utilities,Expense,,3436,0,3436,0,47303,Bank Transfer,North
01-04-22,Entertainment,Expense,,5398,0,5398,0,47303,Card,North
01-04-22,Medical,Expense,,3634,0,3634,0,47303,Auto Debit,North
01-04-22,Savings,Savings,,13923,0,0,13923,0,UPI,North
01-04-22,Investment SIP,Investment,,12350,0,12350,0,47303,Auto Debit,North
01-05-22,Salary,Income,Job,80275,80275,0,0,0,Card,West
01-05-22,Freelance,Income,Freelancing,20590,20590,0,0,0,Bank Transfer,West
01-05-22,Rent,Expense,,15420,0,15420,0,38470,UPI,West
01-05-22,Groceries,Expense,,7196,0,7196,0,38470,Card,West
01-05-22,Transport,Expense,,5166,0,5166,0,38470,Bank Transfer,West
01-05-22,Utilities,Expense,,3022,0,3022,0,38470,Auto Debit,West
01-05-22,Entertainment,Expense,,6274,0,6274,0,38470,Bank Transfer,West
01-05-22,Medical,Expense,,1092,0,1092,0,38470,Bank Transfer,West
01-05-22,Savings,Savings,,14082,0,0,14082,0,UPI,West
01-05-22,Investment SIP,Investment,,11795,0,11795,0,38470,Bank Transfer,West
01-06-22,Salary,Income,Job,79060,79060,0,0,0,Auto Debit,East
01-06-22,Freelance,Income,Freelancing,21822,21822,0,0,0,Auto Debit,East
01-06-22,Rent,Expense,,20718,0,20718,0,49566,Card,East
01-06-22,Groceries,Expense,,11963,0,11963,0,49566,Card,East
01-06-22,Transport,Expense,,2925,0,2925,0,49566,Card,East
01-06-22,Utilities,Expense,,4254,0,4254,0,49566,Bank Transfer,East
01-06-22,Entertainment,Expense,,7103,0,7103,0,49566,Bank Transfer,East
01-06-22,Medical,Expense,,2400,0,2400,0,49566,Bank Transfer,East
01-06-22,Savings,Savings,,9247,0,0,9247,0,UPI,East
01-06-22,Investment SIP,Investment,,14274,0,14274,0,49566,Bank Transfer,East
01-07-22,Salary,Income,Job,53386,53386,0,0,0,Bank Transfer,South
01-07-22,Freelance,Income,Freelancing,16156,16156,0,0,0,Bank Transfer,South
01-07-22,Rent,Expense,,17209,0,17209,0,50446,UPI,South
01-07-22,Groceries,Expense,,12077,0,12077,0,50446,Bank Transfer,South
01-07-22,Transport,Expense,,4572,0,4572,0,50446,Bank Transfer,South
01-07-22,Utilities,Expense,,4346,0,4346,0,50446,Card,South
01-07-22,Entertainment,Expense,,8743,0,8743,0,50446,Bank Transfer,South
01-07-22,Medical,Expense,,2822,0,2822,0,50446,Auto Debit,South
01-07-22,Savings,Savings,,13217,0,0,13217,0,Card,South
01-07-22,Investment SIP,Investment,,14395,0,14395,0,50446,Bank Transfer,South
01-08-22,Salary,Income,Job,66523,66523,0,0,0,Bank Transfer,South
01-08-22,Freelance,Income,Freelancing,8032,8032,0,0,0,Card,South
01-08-22,Rent,Expense,,19267,0,19267,0,46232,UPI,South
01-08-22,Groceries,Expense,,8076,0,8076,0,46232,Bank Transfer,South
01-08-22,Transport,Expense,,4782,0,4782,0,46232,Card,South
01-08-22,Utilities,Expense,,5294,0,5294,0,46232,UPI,South
01-08-22,Entertainment,Expense,,8560,0,8560,0,46232,UPI,South
01-08-22,Medical,Expense,,1372,0,1372,0,46232,Auto Debit,South
01-08-22,Savings,Savings,,19309,0,0,19309,0,Card,South
01-08-22,Investment SIP,Investment,,8883,0,8883,0,46232,Card,South
01-09-22,Salary,Income,Job,70158,70158,0,0,0,Card,East
01-09-22,Freelance,Income,Freelancing,10881,10881,0,0,0,Card,East
01-09-22,Rent,Expense,,18582,0,18582,0,49997,Auto Debit,East
01-09-22,Groceries,Expense,,13399,0,13399,0,49997,Auto Debit,East
01-09-22,Transport,Expense,,5760,0,5760,0,49997,Auto Debit,East
01-09-22,Utilities,Expense,,4062,0,4062,0,49997,Card,East
01-09-22,Entertainment,Expense,,6498,0,6498,0,49997,UPI,East
01-09-22,Medical,Expense,,1948,0,1948,0,49997,Auto Debit,East
01-09-22,Savings,Savings,,17958,0,0,17958,0,UPI,East
01-09-22,Investment SIP,Investment,,13181,0,13181,0,49997,Bank Transfer,East
01-10-22,Salary,Income,Job,87760,87760,0,0,0,Auto Debit,North
01-10-22,Freelance,Income,Freelancing,16734,16734,0,0,0,Auto Debit,North
01-10-22,Rent,Expense,,17223,0,17223,0,45445,Card,North
01-10-22,Groceries,Expense,,7391,0,7391,0,45445,Auto Debit,North
01-10-22,Transport,Expense,,4692,0,4692,0,45445,UPI,North
01-10-22,Utilities,Expense,,5382,0,5382,0,45445,UPI,North
01-10-22,Entertainment,Expense,,7175,0,7175,0,45445,UPI,North
01-10-22,Medical,Expense,,3086,0,3086,0,45445,UPI,North
01-10-22,Savings,Savings,,20458,0,0,20458,0,UPI,North
01-10-22,Investment SIP,Investment,,13892,0,13892,0,45445,Bank Transfer,North
01-11-22,Salary,Income,Job,50375,50375,0,0,0,Bank Transfer,East
01-11-22,Freelance,Income,Freelancing,22715,22715,0,0,0,Bank Transfer,East
01-11-22,Rent,Expense,,19406,0,19406,0,44477,Auto Debit,East
