date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region,Year,Month,Month_Year,Income,Expense,Savings,Budget_Variance,Expense_Ratio_%,Savings_Ratio_%,Budget_Used_%,Income_Contribution_%,Expense_Type,Spending_Status
2022-04-01,Rent,Expense,,18611,0,18611,0,44898,Bank Transfer,East,2022,April,2022-04,0,18611,-18611,26287,0.0,0.0,41.45173504387723,0.0,Essential,Within Budget
2022-04-01,Groceries,Expense,,7796,0,7796,0,44898,Bank Transfer,East,2022,April,2022-04,0,7796,-7796,37102,0.0,0.0,17.363802396543278,0.0,Essential,Within Budget
2022-04-01,Transport,Expense,,2896,0,2896,0,44898,Bank Transfer,East,2022,April,2022-04,0,2896,-2896,42002,0.0,0.0,6.450175954385497,0.0,Essential,Within Budget
2022-04-01,Utilities,Expense,,3721,0,3721,0,44898,Card,East,2022,April,2022-04,0,3721,-3721,41177,0.0,0.0,8.28767428393247,0.0,Non-Essential,Within Budget
2022-04-01,Entertainment,Expense,,6046,0,6046,0,44898,UPI,East,2022,April,2022-04,0,6046,-6046,38852,0.0,0.0,13.466078667201211,0.0,Non-Essential,Within Budget
2022-04-01,Medical,Expense,,3922,0,3922,0,44898,Card,East,2022,April,2022-04,0,3922,-3922,40976,0.0,0.0,8.735355695131187,0.0,Non-Essential,Within Budget
2022-04-01,Savings,Savings,,14767,0,0,14767,0,Auto Debit,East,2022,April,2022-04,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-04-01,Investment SIP,Investment,,10571,0,10571,0,44898,Card,East,2022,April,2022-04,0,0,0,44898,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-05-01,Salary,Income,Job,56968,56968,0,0,0,Auto Debit,West,2022,May,2022-05,56968,0,56968,0,0.0,100.0,0.0,0.20559421394191357,Non-Essential,Within Budget
2022-05-01,Freelance,Income,Freelancing,8505,8505,0,0,0,Bank Transfer,West,2022,May,2022-05,8505,0,8505,0,0.0,100.0,0.0,0.030694052618592454,Non-Essential,Within Budget
2022-05-01,Rent,Expense,,17894,0,17894,0,43326,Bank Transfer,West,2022,May,2022-05,0,17894,-17894,25432,0.0,0.0,41.300835526012094,0.0,Essential,Within Budget
2022-05-01,Groceries,Expense,,7261,0,7261,0,43326,Auto Debit,West,2022,May,2022-05,0,7261,-7261,36065,0.0,0.0,16.758989982920188,0.0,Essential,Within Budget
2022-05-01,Transport,Expense,,2692,0,2692,0,43326,Auto Debit,West,2022,May,2022-05,0,2692,-2692,40634,0.0,0.0,6.2133591838618845,0.0,Essential,Within Budget
2022-05-01,Utilities,Expense,,5345,0,5345,0,43326,Bank Transfer,West,2022,May,2022-05,0,5345,-5345,37981,0.0,0.0,12.336703134376586,0.0,Non-Essential,Within Budget
2022-05-01,Entertainment,Expense,,6180,0,6180,0,43326,UPI,West,2022,May,2022-05,0,6180,-6180,37146,0.0,0.0,14.263952361168814,0.0,Non-Essential,Within Budget
2022-05-01,Medical,Expense,,4375,0,4375,0,43326,Card,West,2022,May,2022-05,0,4375,-4375,38951,0.0,0.0,10.09786271522873,0.0,Non-Essential,Within Budget
2022-05-01,Savings,Savings,,15858,0,0,15858,0,Auto Debit,West,2022,May,2022-05,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-05-01,Investment SIP,Investment,,13053,0,13053,0,43326,UPI,West,2022,May,2022-05,0,0,0,43326,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-06-01,Salary,Income,Job,62012,62012,0,0,0,UPI,North,2022,June,2022-06,62012,0,62012,0,0.0,100.0,0.0,0.22379771792876607,Non-Essential,Within Budget
2022-06-01,Freelance,Income,Freelancing,19831,19831,0,0,0,UPI,North,2022,June,2022-06,19831,0,19831,0,0.0,100.0,0.0,0.07156893092055344,Non-Essential,Within Budget
2022-06-01,Rent,Expense,,15009,0,15009,0,45022,Card,North,2022,June,2022-06,0,15009,-15009,30013,0.0,0.0,33.337035227222245,0.0,Essential,Within Budget
2022-06-01,Groceries,Expense,,13484,0,13484,0,45022,Card,North,2022,June,2022-06,0,13484,-13484,31538,0.0,0.0,29.949802318866332,0.0,Essential,Within Budget
2022-06-01,Transport,Expense,,4352,0,4352,0,45022,Card,North,2022,June,2022-06,0,4352,-4352,40670,0.0,0.0,9.66638532273111,0.0,Essential,Within Budget
2022-06-01,Utilities,Expense,,4408,0,4408,0,45022,Auto Debit,North,2022,June,2022-06,0,4408,-4408,40614,0.0,0.0,9.790768957398605,0.0,Non-Essential,Within Budget
2022-06-01,Entertainment,Expense,,4979,0,4979,0,45022,Auto Debit,North,2022,June,2022-06,0,4979,-4979,40043,0.0,0.0,11.059037803740393,0.0,Non-Essential,Within Budget
2022-06-01,Medical,Expense,,1995,0,1995,0,45022,Card,North,2022,June,2022-06,0,1995,-1995,43027,0.0,0.0,4.431166985029541,0.0,Non-Essential,Within Budget
2022-06-01,Savings,Savings,,14004,0,0,14004,0,Card,North,2022,June,2022-06,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-06-01,Investment SIP,Investment,,13573,0,13573,0,45022,Card,North,2022,June,2022-06,0,0,0,45022,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-07-01,Salary,Income,Job,81897,81897,0,0,0,Card,South,2022,July,2022-07,81897,0,81897,0,0.0,100.0,0.0,0.29556153172308836,Non-Essential,Within Budget
2022-07-01,Freelance,Income,Freelancing,17216,17216,0,0,0,Bank Transfer,South,2022,July,2022-07,17216,0,17216,0,0.0,100.0,0.0,0.06213154731119196,Non-Essential,Within Budget
2022-07-01,Rent,Expense,,18170,0,18170,0,47415,Bank Transfer,South,2022,July,2022-07,0,18170,-18170,29245,0.0,0.0,38.32120636929241,0.0,Essential,Within Budget
2022-07-01,Groceries,Expense,,13664,0,13664,0,47415,Auto Debit,South,2022,July,2022-07,0,13664,-13664,33751,0.0,0.0,28.81788463566382,0.0,Essential,Within Budget
2022-07-01,Transport,Expense,,3985,0,3985,0,47415,Card,South,2022,July,2022-07,0,3985,-3985,43430,0.0,0.0,8.404513339660445,0.0,Essential,Within Budget
2022-07-01,Utilities,Expense,,5221,0,5221,0,47415,Card,South,2022,July,2022-07,0,5221,-5221,42194,0.0,0.0,11.011283349151114,0.0,Non-Essential,Within Budget
2022-07-01,Entertainment,Expense,,4689,0,4689,0,47415,Bank Transfer,South,2022,July,2022-07,0,4689,-4689,42726,0.0,0.0,9.889275545713382,0.0,Non-Essential,Within Budget
2022-07-01,Medical,Expense,,2465,0,2465,0,47415,UPI,South,2022,July,2022-07,0,2465,-2465,44950,0.0,0.0,5.198776758409786,0.0,Non-Essential,Within Budget
2022-07-01,Savings,Savings,,13730,0,0,13730,0,Auto Debit,South,2022,July,2022-07,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-07-01,Investment SIP,Investment,,5654,0,5654,0,47415,Card,South,2022,July,2022-07,0,0,0,47415,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-08-01,Salary,Income,Job,45608,45608,0,0,0,Card,East,2022,August,2022-08,45608,0,45608,0,0.0,100.0,0.0,0.16459663160832036,Non-Essential,Within Budget
2022-08-01,Freelance,Income,Freelancing,13764,13764,0,0,0,Auto Debit,East,2022,August,2022-08,13764,0,13764,0,0.0,100.0,0.0,0.04967347915841347,Non-Essential,Within Budget
2022-08-01,Rent,Expense,,21094,0,21094,0,43589,UPI,East,2022,August,2022-08,0,21094,-21094,22495,0.0,0.0,48.39294317373649,0.0,Essential,Within Budget
2022-08-01,Groceries,Expense,,11341,0,11341,0,43589,Card,East,2022,August,2022-08,0,11341,-11341,32248,0.0,0.0,26.01803207231182,0.0,Essential,Within Budget
2022-08-01,Transport,Expense,,4078,0,4078,0,43589,Bank Transfer,East,2022,August,2022-08,0,4078,-4078,39511,0.0,0.0,9.355571359746726,0.0,Essential,Within Budget
2022-08-01,Utilities,Expense,,3021,0,3021,0,43589,Auto Debit,East,2022,August,2022-08,0,3021,-3021,40568,0.0,0.0,6.930647640459749,0.0,Non-Essential,Within Budget
2022-08-01,Entertainment,Expense,,3520,0,3520,0,43589,Auto Debit,East,2022,August,2022-08,0,3520,-3520,40069,0.0,0.0,8.075431875014338,0.0,Non-Essential,Within Budget
2022-08-01,Medical,Expense,,914,0,914,0,43589,Bank Transfer,East,2022,August,2022-08,0,914,-914,42675,0.0,0.0,2.0968592993645183,0.0,Non-Essential,Within Budget
2022-08-01,Savings,Savings,,12925,0,0,12925,0,UPI,East,2022,August,2022-08,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-08-01,Investment SIP,Investment,,7195,0,7195,0,43589,Card,East,2022,August,2022-08,0,0,0,43589,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-09-01,Salary,Income,Job,47694,47694,0,0,0,Card,North,2022,September,2022-09,47694,0,47694,0,0.0,100.0,0.0,0.17212488484316854,Non-Essential,Within Budget
2022-09-01,Freelance,Income,Freelancing,16837,16837,0,0,0,Bank Transfer,North,2022,September,2022-09,16837,0,16837,0,0.0,100.0,0.0,0.060763758252703255,Non-Essential,Within Budget
2022-09-01,Rent,Expense,,13127,0,13127,0,42291,Bank Transfer,North,2022,September,2022-09,0,13127,-13127,29164,0.0,0.0,31.039701118441275,0.0,Essential,Within Budget
2022-09-01,Groceries,Expense,,12818,0,12818,0,42291,Auto Debit,North,2022,September,2022-09,0,12818,-12818,29473,0.0,0.0,30.309049206687,0.0,Essential,Within Budget
2022-09-01,Transport,Expense,,5129,0,5129,0,42291,UPI,North,2022,September,2022-09,0,5129,-5129,37162,0.0,0.0,12.127875907403467,0.0,Essential,Within Budget
2022-09-01,Utilities,Expense,,4446,0,4446,0,42291,UPI,North,2022,September,2022-09,0,4446,-4446,37845,0.0,0.0,10.512875079804214,0.0,Non-Essential,Within Budget
2022-09-01,Entertainment,Expense,,4421,0,4421,0,42291,Card,North,2022,September,2022-09,0,4421,-4421,37870,0.0,0.0,10.453760847461634,0.0,Non-Essential,Within Budget
2022-09-01,Medical,Expense,,3980,0,3980,0,42291,Bank Transfer,North,2022,September,2022-09,0,3980,-3980,38311,0.0,0.0,9.410985788938545,0.0,Non-Essential,Within Budget
2022-09-01,Savings,Savings,,12146,0,0,12146,0,UPI,North,2022,September,2022-09,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-09-01,Investment SIP,Investment,,9640,0,9640,0,42291,UPI,North,2022,September,2022-09,0,0,0,42291,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-10-01,Salary,Income,Job,62511,62511,0,0,0,UPI,East,2022,October,2022-10,62511,0,62511,0,0.0,100.0,0.0,0.22559858004007444,Non-Essential,Within Budget
2022-10-01,Freelance,Income,Freelancing,20333,20333,0,0,0,Bank Transfer,East,2022,October,2022-10,20333,0,20333,0,0.0,100.0,0.0,0.07338061985818228,Non-Essential,Within Budget
2022-10-01,Rent,Expense,,17565,0,17565,0,42005,Auto Debit,East,2022,October,2022-10,0,17565,-17565,24440,0.0,0.0,41.81645042256874,0.0,Essential,Within Budget
2022-10-01,Groceries,Expense,,8727,0,8727,0,42005,Card,East,2022,October,2022-10,0,8727,-8727,33278,0.0,0.0,20.776098083561482,0.0,Essential,Within Budget
2022-10-01,Transport,Expense,,3047,0,3047,0,42005,UPI,East,2022,October,2022-10,0,3047,-3047,38958,0.0,0.0,7.253898345435067,0.0,Essential,Within Budget
2022-10-01,Utilities,Expense,,4431,0,4431,0,42005,Card,East,2022,October,2022-10,0,4431,-4431,37574,0.0,0.0,10.54874419711939,0.0,Non-Essential,Within Budget
2022-10-01,Entertainment,Expense,,6713,0,6713,0,42005,Auto Debit,East,2022,October,2022-10,0,6713,-6713,35292,0.0,0.0,15.981430782049754,0.0,Non-Essential,Within Budget
2022-10-01,Medical,Expense,,2781,0,2781,0,42005,Bank Transfer,East,2022,October,2022-10,0,2781,-2781,39224,0.0,0.0,6.620640399952387,0.0,Non-Essential,Within Budget
2022-10-01,Savings,Savings,,12086,0,0,12086,0,Auto Debit,East,2022,October,2022-10,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-10-01,Investment SIP,Investment,,6534,0,6534,0,42005,Card,East,2022,October,2022-10,0,0,0,42005,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-11-01,Salary,Income,Job,55975,55975,0,0,0,UPI,West,2022,November,2022-11,55975,0,55975,0,0.0,100.0,0.0,0.20201053442983097,Non-Essential,Within Budget
2022-11-01,Freelance,Income,Freelancing,24689,24689,0,0,0,Card,West,2022,November,2022-11,24689,0,24689,0,0.0,100.0,0.0,0.08910117167553547,Non-Essential,Within Budget
2022-11-01,Rent,Expense,,13429,0,13429,0,45616,Card,West,2022,November,2022-11,0,13429,-13429,32187,0.0,0.0,29.43923184847422,0.0,Essential,Within Budget
2022-11-01,Groceries,Expense,,13263,0,13263,0,45616,Bank Transfer,West,2022,November,2022-11,0,13263,-13263,32353,0.0,0.0,29.075324447562256,0.0,Essential,Within Budget
2022-11-01,Transport,Expense,,3210,0,3210,0,45616,Auto Debit,West,2022,November,2022-11,0,3210,-3210,42406,0.0,0.0,7.037004559803578,0.0,Essential,Within Budget
2022-11-01,Utilities,Expense,,4927,0,4927,0,45616,Bank Transfer,West,2022,November,2022-11,0,4927,-4927,40689,0.0,0.0,10.801034724658015,0.0,Non-Essential,Within Budget
2022-11-01,Entertainment,Expense,,8124,0,8124,0,45616,Bank Transfer,West,2022,November,2022-11,0,8124,-8124,37492,0.0,0.0,17.809540512101016,0.0,Non-Essential,Within Budget
2022-11-01,Medical,Expense,,3354,0,3354,0,45616,Card,West,2022,November,2022-11,0,3354,-3354,42262,0.0,0.0,7.352683269028411,0.0,Non-Essential,Within Budget
2022-11-01,Savings,Savings,,15149,0,0,15149,0,Card,West,2022,November,2022-11,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-11-01,Investment SIP,Investment,,11219,0,11219,0,45616,Card,West,2022,November,2022-11,0,0,0,45616,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-12-01,Salary,Income,Job,81476,81476,0,0,0,Auto Debit,North,2022,December,2022-12,81476,0,81476,0,0.0,100.0,0.0,0.29404216709611275,Non-Essential,Within Budget
2022-12-01,Freelance,Income,Freelancing,22605,22605,0,0,0,Auto Debit,North,2022,December,2022-12,22605,0,22605,0,0.0,100.0,0.0,0.08158013632490094,Non-Essential,Within Budget
2022-12-01,Rent,Expense,,12124,0,12124,0,38412,UPI,North,2022,December,2022-12,0,12124,-12124,26288,0.0,0.0,31.56305321253775,0.0,Essential,Within Budget
2022-12-01,Groceries,Expense,,8084,0,8084,0,38412,UPI,North,2022,December,2022-12,0,8084,-8084,30328,0.0,0.0,21.04550661251692,0.0,Essential,Within Budget
2022-12-01,Transport,Expense,,2522,0,2522,0,38412,Auto Debit,North,2022,December,2022-12,0,2522,-2522,35890,0.0,0.0,6.565656565656567,0.0,Essential,Within Budget
2022-12-01,Utilities,Expense,,3841,0,3841,0,38412,Auto Debit,North,2022,December,2022-12,0,3841,-3841,34571,0.0,0.0,9.999479329376236,0.0,Non-Essential,Within Budget
2022-12-01,Entertainment,Expense,,5707,0,5707,0,38412,UPI,North,2022,December,2022-12,0,5707,-5707,32705,0.0,0.0,14.857336249088826,0.0,Non-Essential,Within Budget
2022-12-01,Medical,Expense,,4138,0,4138,0,38412,Auto Debit,North,2022,December,2022-12,0,4138,-4138,34274,0.0,0.0,10.772675205664896,0.0,Non-Essential,Within Budget
2022-12-01,Savings,Savings,,18618,0,0,18618,0,Card,North,2022,December,2022-12,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-12-01,Investment SIP,Investment,,11532,0,11532,0,38412,Bank Transfer,North,2022,December,2022-12,0,0,0,38412,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-01-01,Salary,Income,Job,62235,62235,0,0,0,Bank Transfer,East,2023,January,2023-01,62235,0,62235,0,0.0,100.0,0.0,0.22460251201858922,Non-Essential,Within Budget
2023-01-01,Freelance,Income,Freelancing,9230,9230,0,0,0,UPI,East,2023,January,2023-01,9230,0,9230,0,0.0,100.0,0.0,0.033310535646044484,Non-Essential,Within Budget
2023-01-01,Rent,Expense,,20044,0,20044,0,46853,Auto Debit,East,2023,January,2023-01,0,20044,-20044,26809,0.0,0.0,42.78061170042473,0.0,Essential,Within Budget
2023-01-01,Groceries,Expense,,9346,0,9346,0,46853,Card,East,2023,January,2023-01,0,9346,-9346,37507,0.0,0.0,19.94749535782127,0.0,Essential,Within Budget
2023-01-01,Transport,Expense,,2689,0,2689,0,46853,Bank Transfer,East,2023,January,2023-01,0,2689,-2689,44164,0.0,0.0,5.739226943845645,0.0,Essential,Within Budget
2023-01-01,Utilities,Expense,,4092,0,4092,0,46853,Auto Debit,East,2023,January,2023-01,0,4092,-4092,42761,0.0,0.0,8.733699016071544,0.0,Non-Essential,Within Budget
2023-01-01,Entertainment,Expense,,6768,0,6768,0,46853,Bank Transfer,East,2023,January,2023-01,0,6768,-6768,40085,0.0,0.0,14.445179604294282,0.0,Non-Essential,Within Budget
2023-01-01,Medical,Expense,,4081,0,4081,0,46853,Bank Transfer,East,2023,January,2023-01,0,4081,-4081,42772,0.0,0.0,8.710221330544469,0.0,Non-Essential,Within Budget
2023-01-01,Savings,Savings,,13722,0,0,13722,0,UPI,East,2023,January,2023-01,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-01-01,Investment SIP,Investment,,7230,0,7230,0,46853,Auto Debit,East,2023,January,2023-01,0,0,0,46853,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-02-01,Salary,Income,Job,81433,81433,0,0,0,Bank Transfer,South,2023,February,2023-02,81433,0,81433,0,0.0,100.0,0.0,0.29388698258551904,Non-Essential,Within Budget
2023-02-01,Freelance,Income,Freelancing,17786,17786,0,0,0,Bank Transfer,South,2023,February,2023-02,17786,0,17786,0,0.0,100.0,0.0,0.06418864431208529,Non-Essential,Within Budget
2023-02-01,Rent,Expense,,20373,0,20373,0,49399,Auto Debit,South,2023,February,2023-02,0,20373,-20373,29026,0.0,0.0,41.24172554100286,0.0,Essential,Within Budget
2023-02-01,Groceries,Expense,,8071,0,8071,0,49399,UPI,South,2023,February,2023-02,0,8071,-8071,41328,0.0,0.0,16.338387416749327,0.0,Essential,Within Budget
2023-02-01,Transport,Expense,,2522,0,2522,0,49399,Bank Transfer,South,2023,February,2023-02,0,2522,-2522,46877,0.0,0.0,5.105366505394846,0.0,Essential,Within Budget
2023-02-01,Utilities,Expense,,5116,0,5116,0,49399,UPI,South,2023,February,2023-02,0,5116,-5116,44283,0.0,0.0,10.356484949088038,0.0,Non-Essential,Within Budget
2023-02-01,Entertainment,Expense,,8105,0,8105,0,49399,Auto Debit,South,2023,February,2023-02,0,8105,-8105,41294,0.0,0.0,16.407214720945767,0.0,Non-Essential,Within Budget
2023-02-01,Medical,Expense,,4238,0,4238,0,49399,UPI,South,2023,February,2023-02,0,4238,-4238,45161,0.0,0.0,8.579121034838762,0.0,Non-Essential,Within Budget
2023-02-01,Savings,Savings,,16482,0,0,16482,0,Card,South,2023,February,2023-02,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-02-01,Investment SIP,Investment,,12762,0,12762,0,49399,UPI,South,2023,February,2023-02,0,0,0,49399,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-03-01,Salary,Income,Job,58152,58152,0,0,0,Bank Transfer,South,2023,March,2023-03,58152,0,58152,0,0.0,100.0,0.0,0.20986720139640078,Non-Essential,Within Budget
2023-03-01,Freelance,Income,Freelancing,19814,19814,0,0,0,UPI,South,2023,March,2023-03,19814,0,19814,0,0.0,100.0,0.0,0.07150757890473732,Non-Essential,Within Budget
2023-03-01,Rent,Expense,,12047,0,12047,0,33370,UPI,South,2023,March,2023-03,0,12047,-12047,21323,0.0,0.0,36.101288582559185,0.0,Essential,Within Budget
2023-03-01,Groceries,Expense,,6829,0,6829,0,33370,Bank Transfer,South,2023,March,2023-03,0,6829,-6829,26541,0.0,0.0,20.464489062031767,0.0,Essential,Within Budget
2023-03-01,Transport,Expense,,5011,0,5011,0,33370,UPI,South,2023,March,2023-03,0,5011,-5011,28359,0.0,0.0,15.016481869943062,0.0,Essential,Within Budget
2023-03-01,Utilities,Expense,,3258,0,3258,0,33370,UPI,South,2023,March,2023-03,0,3258,-3258,30112,0.0,0.0,9.763260413545101,0.0,Non-Essential,Within Budget
2023-03-01,Entertainment,Expense,,5155,0,5155,0,33370,Bank Transfer,South,2023,March,2023-03,0,5155,-5155,28215,0.0,0.0,15.448007192088703,0.0,Non-Essential,Within Budget
2023-03-01,Medical,Expense,,2783,0,2783,0,33370,Auto Debit,South,2023,March,2023-03,0,2783,-2783,30587,0.0,0.0,8.33982619118969,0.0,Non-Essential,Within Budget
2023-03-01,Savings,Savings,,17321,0,0,17321,0,Auto Debit,South,2023,March,2023-03,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-03-01,Investment SIP,Investment,,8310,0,8310,0,33370,Auto Debit,South,2023,March,2023-03,0,0,0,33370,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-04-01,Salary,Income,Job,65060,65060,0,0,0,UPI,West,2023,April,2023-04,65060,0,65060,0,0.0,100.0,0.0,0.2347977734703851,Non-Essential,Within Budget
2023-04-01,Freelance,Income,Freelancing,9193,9193,0,0,0,Card,West,2023,April,2023-04,9193,0,9193,0,0.0,100.0,0.0,0.03317700478809176,Non-Essential,Within Budget
2023-04-01,Rent,Expense,,16352,0,16352,0,43083,UPI,West,2023,April,2023-04,0,16352,-16352,26731,0.0,0.0,37.954645683912446,0.0,Essential,Within Budget
2023-04-01,Groceries,Expense,,7849,0,7849,0,43083,Card,West,2023,April,2023-04,0,7849,-7849,35234,0.0,0.0,18.21832277232319,0.0,Essential,Within Budget
2023-04-01,Transport,Expense,,3057,0,3057,0,43083,Bank Transfer,West,2023,April,2023-04,0,3057,-3057,40026,0.0,0.0,7.095606155560199,0.0,Essential,Within Budget
2023-04-01,Utilities,Expense,,4418,0,4418,0,43083,Auto Debit,West,2023,April,2023-04,0,4418,-4418,38665,0.0,0.0,10.254624794002275,0.0,Non-Essential,Within Budget
2023-04-01,Entertainment,Expense,,7540,0,7540,0,43083,Card,West,2023,April,2023-04,0,7540,-7540,35543,0.0,0.0,17.50110252303693,0.0,Non-Essential,Within Budget
2023-04-01,Medical,Expense,,4149,0,4149,0,43083,Card,West,2023,April,2023-04,0,4149,-4149,38934,0.0,0.0,9.630248589931064,0.0,Non-Essential,Within Budget
2023-04-01,Savings,Savings,,21173,0,0,21173,0,Auto Debit,West,2023,April,2023-04,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-04-01,Investment SIP,Investment,,7115,0,7115,0,43083,Auto Debit,West,2023,April,2023-04,0,0,0,43083,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-05-01,Salary,Income,Job,53455,53455,0,0,0,UPI,East,2023,May,2023-05,53455,0,53455,0,0.0,100.0,0.0,0.1929160003206184,Non-Essential,Within Budget
2023-05-01,Freelance,Income,Freelancing,11662,11662,0,0,0,Bank Transfer,East,2023,May,2023-05,11662,0,11662,0,0.0,100.0,0.0,0.042087482849855994,Non-Essential,Within Budget
2023-05-01,Rent,Expense,,20357,0,20357,0,49731,UPI,East,2023,May,2023-05,0,20357,-20357,29374,0.0,0.0,40.93422613661499,0.0,Essential,Within Budget
2023-05-01,Groceries,Expense,,12236,0,12236,0,49731,Card,East,2023,May,2023-05,0,12236,-12236,37495,0.0,0.0,24.604371518770986,0.0,Essential,Within Budget
